"X","Y","Z","Intensity","ReturnNumber","NumberOfReturns","Classification","R","G","B","NIR"
460707.88,5262519.63,33.84,29323,3,3,0,44204,42919,41120,22276
460709.42,5262524.44,43.73,30319,1,1,0,40092,38293,35466,29051
460708.82,5262522.55,38.4,28809,2,2,0,34952,35209,33924,28214
460709.21,5262523.8,41.28,29385,1,2,0,38807,38807,37522,28560
460709.21,5262523.79,40.42,27491,2,3,0,37779,37008,35723,29364
460708.89,5262522.77,38,28782,3,3,0,34695,33924,32639,29203
460709.42,5262524.45,42.09,29838,1,3,0,39578,38807,37522,29432
460708.64,5262521.98,35.71,28769,2,2,0,44204,43176,42405,29080
460709.62,5262525.07,42.72,29792,1,2,0,45489,44461,43176,31675
460709.24,5262523.87,38.98,29330,2,3,0,41377,40349,39835,28601
460709.79,5262525.57,43.27,28904,1,3,0,35723,34438,33410,29517
460707.84,5262519.46,28.39,28212,3,3,0,37008,37008,36751,23582
460709.32,5262524.11,38.89,28969,1,3,0,24672,24672,24158,29424
460708.85,5262522.62,35.16,27872,2,3,0,28784,28784,28270,27745
460707.91,5262519.67,27.91,29212,2,3,0,17219,17476,18504,23167
460707.62,5262518.76,26.13,28868,3,3,0,17219,17476,18504,22623
460708.89,5262522.77,34.56,29100,1,3,0,18247,18504,19018,23769
460707.61,5262518.73,25.27,28900,2,2,0,19275,18761,21588,18913
460707.87,5262519.56,26.88,29385,1,2,0,19275,18761,21588,19255
460709.23,5262523.82,35.41,30119,1,1,0,20560,20817,21845,27806
460708.84,5262522.58,31.7,29032,2,2,0,20046,19789,21331,26039
460709.35,5262524.17,35.63,28334,1,2,0,18504,18247,20046,27718
460708.83,5262522.55,30.75,29710,2,2,0,17219,15934,17476,19962
460709.26,5262523.9,33.84,29605,1,2,0,17219,16191,17476,21410
460709.51,5262524.68,34.91,27711,2,3,0,37265,35209,31354,24939
460709.75,5262525.41,35.78,27950,2,3,0,33924,31611,28270,31533
460709.1,5262523.37,29.86,28871,2,3,0,29041,26985,25443,30831
460709.26,5262523.86,27.63,29693,1,3,0,28527,26985,28013,25278
460705.12,5262510.85,0,28704,3,3,2,22873,22359,23130,19591
460706.73,5262515.91,11.35,28350,2,3,0,23387,22873,23644,23794
460706.76,5262516.01,10.67,30483,1,2,0,20817,20046,23130,19614
460706.78,5262516.06,9.9,30598,1,1,0,20046,19018,20046,19850
460706.82,5262516.18,9.2,30218,1,1,0,33667,31868,31354,25481
460709.8,5262525.51,28.39,30047,2,2,0,25700,24415,25957,24299
460709.6,5262524.89,24.19,27767,3,5,0,29298,28013,26985,26481
460706.21,5262514.26,0.97,28039,4,5,0,28013,25957,26728,31731
460707.68,5262518.8,2.52,28340,3,3,0,21588,21331,23387,22803
460707.71,5262518.88,1.73,28435,3,3,0,29812,28270,29298,25927
460709.41,5262524.23,12.05,27790,4,5,0,26728,25186,25957,27395
460707.87,5262519.38,0,28278,3,3,2,27756,25443,26471,31507
460709.45,5262524.34,10.37,28533,2,2,0,28784,26214,25957,31640
460709.48,5262524.41,9.62,28569,3,3,0,23901,22873,23644,21519
460709.47,5262524.38,8.71,29281,2,3,0,15934,16191,19532,14566
460708.25,5262520.56,0,29349,3,3,2,14392,14906,17990,15451
460708.82,5262522.3,0.08,28579,3,3,0,23387,22102,23644,19800
460709.79,5262525.3,0,28714,2,2,2,30840,29555,30069,28683
460709.9,5262525.65,0,28953,2,2,2,23901,23387,22616,22254
460705.53,5262511.17,35.88,29893,1,2,0,23387,21074,21331,0
460704.85,5262509.04,31.66,28520,2,2,0,24415,22102,22359,0
460705.04,5262509.64,31.94,29009,2,2,0,19018,17476,18504,0
460705.7,5262511.69,36.02,30739,1,2,0,19275,17990,19018,0
460705.78,5262511.93,35.46,30185,1,2,0,24158,22616,22616,0
460705.03,5262509.6,30.95,29864,2,2,0,24672,23130,22873,0
460704.25,5262507.13,24.84,29113,3,3,0,37779,35466,33924,0
460704.47,5262507.84,26.21,29428,2,3,0,35466,33410,31868,0
460704.64,5262508.37,26.44,29965,2,3,0,30069,28270,27499,0
460706.36,5262513.75,37.65,29025,1,3,0,28270,27242,26471,0
460705.84,5262512.12,33.32,29697,1,3,0,28270,26985,25957,32347
460704.45,5262507.76,24.34,29231,3,3,0,40092,38550,37008,28000
460704.72,5262508.59,26.05,29752,2,3,0,40606,39064,37522,28753
460704.83,5262508.93,25.87,29910,2,3,0,28270,26728,26728,25060
460705.97,5262512.5,33.2,29936,1,3,0,42405,41120,40606,25549
460701.05,5262497.08,0.83,28832,4,4,0,39321,37008,37779,21924
460704.05,5262506.48,20.06,28792,3,4,0,37522,35209,35980,21797
460707.72,5262517.99,44.11,28841,1,4,0,24929,22616,22873,27179
460704.93,5262509.23,25.93,29579,2,4,0,33924,31611,32382,22996
460707.83,5262518.33,43.54,30522,1,2,0,31097,29041,26728,29068
460704.13,5262506.74,19.68,28288,2,2,0,29812,27756,26728,25303
460707.88,5262518.49,42.98,31017,1,1,0,33153,30840,26471,32180
460708.06,5262519.05,43.14,29323,2,2,0,35980,33667,30069,30356
460706.27,5262513.42,30.79,28065,3,3,0,37779,34695,31611,30758
460708.06,5262519.05,42.21,28697,2,3,0,38036,35466,32639,30209
460708.49,5262520.39,45.21,28851,1,3,0,37265,34695,31868,29967
460708.07,5262519.06,41.45,29883,1,2,0,33924,31097,29555,27071
460705.02,5262509.51,22.04,28419,2,2,0,39321,35980,34438,29665
460706.03,5262512.67,27.36,28278,4,5,0,41634,39321,37265,25154
460706.5,5262514.12,30.53,28540,3,5,0,40349,38293,36237,25380
460708.13,5262519.25,41,28212,2,5,0,32125,30326,28527,24526
460708.36,5262519.96,42.75,28314,1,5,0,31611,30069,28270,24248
460708.53,5262520.49,43,29720,1,2,0,30840,29555,30069,25138
460705.34,5262510.5,22.32,30015,2,2,0,30326,28270,28527,25880
460708.42,5262520.13,41.48,30385,1,1,0,28527,26471,25700,28702
460708.36,5262519.95,40.31,30627,1,2,0,32382,30583,29041,28738
460706.72,5262514.8,30.06,27878,2,2,0,31868,30069,29041,27971
460708.54,5262520.51,40.5,30762,1,2,0,27756,25186,24929,26081
460707.94,5262518.63,36.45,28576,2,2,0,29812,27242,26985,24580
460708.02,5262518.88,36.13,29346,2,2,0,33924,32382,32382,25731
460708.41,5262520.1,38.06,27898,2,3,0,48316,47031,45746,30580
460708.9,5262521.64,41.32,30054,1,3,0,47545,46260,44718,31574
460708.09,5262519.09,35.7,28160,3,3,0,48830,47545,46260,30180
460709.02,5262522.01,41.15,30850,1,2,0,31611,30069,25700,31674
460708.76,5262521.17,39.43,29228,2,2,0,31611,30326,25957,32147
460709.45,5262523.33,42.98,30205,1,2,0,35980,34181,28013,29073
460709.02,5262521.98,39.43,29143,2,2,0,33410,31354,28013,27556
460709.23,5262522.66,40.7,29549,1,2,0,33410,31354,28013,27469
460708.35,5262519.86,34.18,28632,1,1,0,29812,27499,25957,28695
460709.87,5262524.65,43.82,29972,1,2,0,34952,32382,29298,26008
460709.84,5262524.54,42.75,29222,1,3,0,32382,31097,29555,25678
460709.08,5262522.17,37.26,28619,3,3,0,40606,39321,38036,27841
460709.24,5262522.67,38.19,29143,2,3,0,39321,38036,36494,27333
460708.88,5262521.52,35.19,28337,2,2,0,28527,28013,28270,26339
460709.66,5262523.96,40.54,30159,1,2,0,28527,28013,28013,26650
460709.12,5262522.27,35.71,30558,1,1,0,16448,16191,18504,22658
460708.58,5262520.58,31.37,29287,2,2,0,20817,20560,21845,21686
460708.61,5262520.67,30.78,30316,1,1,0,21331,21331,23901,17445
460708.64,5262520.76,30.15,29906,2,2,0,18761,18504,20560,18456
460709.33,5262522.91,34.46,29307,1,2,0,20046,19532,22102,18851
460709.57,5262523.66,35.47,30178,1,2,0,19789,19018,20560,21076
460708.69,5262520.91,29.6,28320,2,2,0,20560,19789,20560,21905
460710,5262525.01,37.95,29569,1,3,0,26728,25700,24929,18629
460708,5262518.74,23.91,28432,3,3,0,34438,33153,31354,25474
460709.39,5262523.08,32.15,27809,3,4,0,29041,27242,25957,17786
460708,5262518.72,22.96,30021,4,4,0,30840,29555,27499,28216
460710.06,5262525.18,37.38,29539,2,4,0,26728,24672,23901,16124
460709.18,5262522.41,28.16,29225,2,3,0,29041,28527,29041,20081
460709.56,5262523.6,30.02,29733,3,5,0,23901,22873,23130,30736
460708.01,5262518.73,19.39,28415,5,5,0,30069,28270,28013,24697
460708.98,5262521.79,26.06,28668,4,5,0,26214,24929,25186,27688
460708.04,5262518.83,18.77,28989,4,4,0,34181,31354,29812,29636
460709.71,5262524.06,30.29,28923,3,4,0,32125,29298,27756,28600
460709.83,5262524.43,29.62,28612,2,4,0,28784,28013,27499,24379
460708.04,5262518.81,17.03,29415,4,4,0,29041,28013,26985,19968
460709.54,5262523.5,27.16,29962,3,4,0,29041,28013,27756,23879
460708.05,5262518.82,16.15,30791,2,2,0,17476,17219,19532,14073
460708.44,5262520.06,18.98,29448,1,2,0,16962,16705,19275,15371
460708.66,5262520.74,19.56,30100,1,3,0,16705,16191,19789,21142
460708.05,5262518.81,15.23,29667,3,3,0,16191,15934,19532,21610
460708.05,5262518.83,14.31,30388,1,1,0,30840,31097,30583,23969
460710.08,5262525.19,27.8,30146,3,3,0,17990,19018,21588,21040
460710.16,5262525.43,28.54,28429,2,3,0,17990,19018,21588,21306
460708.03,5262518.76,12.52,28976,2,2,0,15677,16191,20303,18496
460708.07,5262518.86,11.77,29064,3,3,0,20046,20046,23387,20714
460708.08,5262518.9,11.02,28419,2,2,0,20817,20046,22873,27452
460708.06,5262518.84,10.03,29418,4,4,0,23644,23130,24415,25300
460708.49,5262520.19,13.1,28320,3,4,0,24672,23901,24929,26846
460708.08,5262518.87,9.17,29199,3,3,0,17219,16705,20303,18137
460708.08,5262518.85,6.42,28606,4,4,0,21331,20817,23130,21953
460708.08,5262518.87,5.61,29228,2,2,0,18761,17990,20046,21021
460708.08,5262518.86,4.67,29608,3,3,0,24415,23130,24672,19344
460708.1,5262518.9,3.79,28871,4,4,0,15163,14392,17219,18247
460709.54,5262523.43,13.7,28409,3,4,0,15677,14906,17476,17232
460709.81,5262524.26,14.21,28160,3,3,0,26985,25186,27242,27293
460708.6,5262520.43,0,31886,1,1,2,23130,22102,23387,24969
460708.72,5262520.79,0,30254,3,3,2,22873,21331,23130,20316
460709.16,5262522.17,0.12,29012,2,2,0,23130,21845,23644,15003
460709.29,5262522.56,0,29077,3,3,2,22102,21331,24158,15268
460709.43,5262523,0,30306,2,2,2,18504,16962,19275,22522
460709.84,5262524.28,3.43,28973,1,2,0,18247,16448,18761,24250
460709.85,5262524.31,2.56,28327,2,2,0,21588,21331,22873,29291
460705.07,5262508.74,30.78,29248,2,3,0,31611,29812,27756,0
460704,5262505.38,23.95,28386,3,3,0,32382,30326,27756,0
460705.21,5262509.16,31.12,28258,3,3,0,27756,25443,24158,0
460705.97,5262511.57,35.87,30188,2,3,0,26471,24158,23387,0
460706.68,5262513.79,39.48,28691,1,4,0,22359,20560,19018,0
460703.95,5262505.22,21.83,28481,4,4,0,35209,32896,30583,0
460706.13,5262512.06,35.8,29864,2,4,0,25700,23644,22102,0
460704.38,5262506.58,24.66,27786,3,4,0,35980,33667,31354,0
460706.55,5262513.37,37.8,28900,1,4,0,45746,43433,41120,0
460705.5,5262510.06,31.05,27645,3,4,0,41891,39321,36494,0
460706.32,5262512.65,36.41,28897,2,4,0,45232,42919,40349,0
460704.54,5262507.08,24.74,28235,4,4,0,36751,33924,30840,0
460706.02,5262511.69,33.41,29340,2,3,0,33153,30840,29555,0
460704.63,5262507.33,24.32,28242,3,3,0,36237,34695,34181,0
460706.63,5262513.61,37.36,30250,1,3,0,31611,29298,28270,0
460706.75,5262513.97,37.25,29084,1,2,0,30326,28527,26985,27216
460704.71,5262507.57,23.96,30431,2,2,0,26471,24672,23130,22759
460703.88,5262504.97,17.88,29376,2,3,0,30326,28784,28270,25707
460701.19,5262496.53,0.75,29700,3,3,0,29555,28527,28784,22896
460704.84,5262507.98,23.22,28026,1,4,0,36751,34695,35466,23227
460703.73,5262504.49,15.88,29379,3,4,0,30069,28527,29041,22048
460701.34,5262497,0.82,29713,4,4,0,29555,28013,28527,21282
460704.2,5262505.97,19,29369,2,4,0,32382,30840,31354,22525
460703.8,5262504.73,15.5,28933,2,3,0,30840,28527,29812,21370
460701.5,5262497.51,0.95,29287,3,3,0,26214,23901,24672,21419
460708.41,5262519.15,44.51,28986,1,2,0,34438,31868,29555,31448
460708.26,5262518.68,43.6,29746,2,2,0,34438,31868,29812,31409
460708.55,5262519.59,44.48,29448,1,3,0,29555,26985,24672,32886
460708.32,5262518.89,43.12,28458,2,3,0,30069,27499,25186,32351
460704.24,5262506.07,16.65,27881,3,3,0,33410,30840,28527,23185
460708.25,5262518.65,41.82,28415,2,2,0,29041,26728,24158,30164
460708.7,5262520.06,44.92,29769,1,2,0,28784,26471,23901,29844
460708.82,5262520.43,44.86,29589,1,2,0,35980,32639,30840,29616
460708.27,5262518.7,41.13,29382,2,2,0,34952,31611,29812,29698
460708.84,5262520.49,44.15,29176,1,3,0,39064,36494,34181,25274
460708.44,5262519.23,39.63,28828,1,2,0,45232,42919,42919,29137
460708.06,5262518.04,37.31,30660,2,2,0,47288,44975,45232,28956
460708.14,5262518.27,36.88,28560,2,2,0,30840,29555,28527,29056
460708.83,5262520.43,39.82,28199,1,1,0,41120,40349,36751,28394
460708.54,5262519.52,36.83,28874,2,4,0,28270,26985,25957,29528
460709.28,5262521.85,41.99,29670,1,4,0,28527,27242,26471,28784
460702.93,5262501.93,0.29,27531,4,4,0,35466,32639,31354,29407
460704.2,5262505.91,8.66,27623,3,4,0,32125,29812,28270,28152
460709.02,5262521.02,39.49,29094,2,2,0,29812,28784,25700,33264
460709.42,5262522.27,41.11,29585,1,2,0,26728,24672,23644,33023
460709.18,5262521.53,39.68,28730,2,2,0,26471,24415,23387,33002
460709.39,5262522.17,40.03,30821,1,1,0,31611,29812,27756,28242
460709.71,5262523.16,41.37,30352,1,1,0,30583,28527,28013,28926
460710.19,5262524.65,44.09,30198,1,1,0,33924,31611,27242,29515
460709.66,5262523,39.2,29431,2,3,0,45746,43947,41891,27006
460710.16,5262524.57,43.03,28658,1,3,0,47545,45746,43690,27071
460709.03,5262521.01,35.24,29041,3,3,0,40349,38550,36494,27333
460710.28,5262524.93,43.21,28239,1,3,0,26728,25700,24929,26270
460709.93,5262523.84,40.45,27734,2,3,0,27242,26214,25443,26572
460709.4,5262522.17,35.7,29402,2,3,0,20303,19789,21074,18931
460708.82,5262520.34,31.88,28281,3,3,0,20817,20303,21074,19674
460709.58,5262522.72,36.81,29169,1,3,0,20303,20046,21331,19201
460710.51,5262525.63,43.13,28137,1,2,0,23387,23130,24672,20477
460709.05,5262521.05,32.6,30401,2,2,0,25186,24929,26214,18099
460708.92,5262520.66,30.89,30067,2,2,0,17476,17219,21845,17667
460709.08,5262521.15,31.97,29759,1,2,0,17476,17219,21845,18170
460709.74,5262523.23,35.39,29244,1,3,0,17476,16962,19275,18511
460708.97,5262520.8,30.28,30146,3,3,0,19018,18247,20560,17689
460709.21,5262521.56,31.9,29507,2,3,0,18504,17733,20046,17799
460710.13,5262524.44,37.53,28995,1,3,0,26728,25443,24929,22955
460709.02,5262520.94,29.82,27993,3,3,0,35209,32896,32382,26823
460710.28,5262524.88,37.96,30650,1,2,0,27756,26471,24158,27282
460709.05,5262521.03,29.18,29290,2,2,0,28013,26985,24672,32654
460709.08,5262521.14,28.56,28026,2,2,0,28527,27242,26728,31425
460709.18,5262521.42,27.27,28681,3,3,0,30583,29298,28527,23167
460709.23,5262521.58,26.72,30578,2,2,0,26985,25443,24672,23260
460709.27,5262521.69,26.09,28602,2,2,0,31097,28527,26471,29632
460710.07,5262524.18,29.25,29956,1,2,0,29812,28270,26214,19697
460705.75,5262510.63,0.22,29094,2,2,0,44718,42148,39064,31439
460705.85,5262510.94,0,29670,2,2,2,35723,34695,31868,23029
460708.7,5262519.89,18.84,30074,1,2,0,28784,29298,29041,15726
460708.69,5262519.85,17.84,28589,3,3,0,17990,18247,23387,18571
460708.82,5262520.27,18.68,29300,2,3,0,17476,17990,22873,18277
460708.76,5262520.07,17.44,29362,3,4,0,27756,26728,25957,22211
460706.24,5262512.17,0.53,28858,4,4,0,34181,33410,32125,20823
460710.33,5262525,27.76,30008,3,4,0,20560,20046,23130,16844
460706.37,5262512.57,0.77,28642,4,4,0,33924,33667,33410,18661
460708.57,5262519.45,13.15,28320,2,3,0,16191,16191,18247,16036
460707.19,5262515.08,0.02,28330,3,3,0,21074,20303,22102,19563
460708.38,5262518.81,3.76,30434,2,2,0,24158,22359,24415,27151
460708.77,5262519.98,0.14,29582,2,2,0,30583,28013,27499,31356
460708.89,5262520.36,0,30811,4,4,2,28527,26471,25957,31713
460709.16,5262521.17,0,30768,3,3,2,16705,14906,16962,19137
460710.05,5262523.95,0,29376,2,2,2,13364,13107,18504,18132
460710.17,5262524.3,0,29480,3,3,2,16705,15677,20046,15603
460705.11,5262507.94,29.44,28992,3,3,0,31868,29555,26214,0
460706.65,5262512.77,39.55,29461,1,3,0,32639,30583,27242,0
460706.23,5262511.47,36.8,29716,2,3,0,32125,30069,26728,0
460706.22,5262511.42,35.91,28114,2,2,0,33924,30840,28527,0
460706.51,5262512.32,37.05,28727,2,2,0,33410,31097,28784,0
460707.04,5262513.98,39.35,28298,1,2,0,31354,28270,24672,0
460706.32,5262511.73,33.96,28514,2,2,0,35723,34181,32639,0
460706.78,5262513.15,36.96,30408,1,2,0,35466,33924,32639,0
460704.9,5262507.27,23.84,28858,2,2,0,26471,24415,23901,27427
460706.98,5262513.79,37.36,30716,1,2,0,30583,28013,27242,25343
460704.98,5262507.51,23.53,30378,2,2,0,30326,29041,28784,22972
460705.07,5262507.8,23.35,29589,2,3,0,26985,25700,26214,22796
460707.17,5262514.38,37.53,28622,1,3,0,27499,26214,26471,23060
460704.7,5262506.61,20,29366,1,3,0,41120,38807,38293,20769
460701.71,5262497.25,0.86,30260,3,3,0,35723,33410,31097,25575
460704.26,5262505.25,17.15,29199,2,3,0,41634,39321,38807,20683
460706.88,5262513.44,33.29,29851,1,2,0,33667,31097,31354,25204
460704.36,5262505.55,16.86,29877,2,2,0,31097,28527,27499,21969
460704.61,5262506.34,16.92,28438,3,3,0,34438,32382,29812,29728
460708.92,5262519.83,44.88,28917,1,3,0,33153,30840,28527,27926
460706.37,5262511.85,28.29,29562,2,3,0,31097,29041,26214,26744
460708.95,5262519.93,44.28,30293,1,1,0,33410,31097,29041,30454
460708.69,5262519.1,41.39,28425,1,1,0,35209,32382,30583,28398
460708.81,5262519.47,41.66,28956,2,2,0,38807,37008,34952,25483
460709.09,5262520.35,43.36,30169,1,2,0,41377,39578,37522,26127
460708.84,5262519.55,40.94,29480,1,3,0,32125,29812,30583,25487
460708.6,5262518.8,39.1,29110,2,3,0,32639,30326,31097,24799
460708.31,5262517.91,37.73,28704,3,3,0,32896,30583,31354,24351
460708.6,5262518.81,38.33,29710,2,2,0,26728,25443,24929,26558
460708.95,5262519.88,39.93,29654,1,2,0,29555,27242,26471,26571
460708.7,5262519.1,38.04,29861,2,2,0,29298,26728,26214,26722
460708.68,5262519.05,37.07,30228,2,2,0,28784,26985,26214,26536
460709.54,5262521.76,42.99,29877,1,2,0,28784,27242,26728,27171
460709.67,5262522.14,42.88,28946,1,2,0,30069,28013,27242,24836
460708.88,5262519.68,37.76,30267,2,2,0,31611,29298,28270,23812
460709.11,5262520.37,38.19,29431,3,3,0,43690,41634,38807,32774
460709.58,5262521.86,41.35,29471,1,3,0,42919,41120,38036,33258
460709.28,5262520.91,39.5,28504,2,3,0,43433,41377,38550,32950
460709.66,5262522.11,40.97,29585,1,2,0,26471,24158,24158,29461
460709.55,5262521.76,40.32,29349,2,2,0,26471,24158,24158,29322
460709.02,5262520.09,35.97,28261,2,2,0,24415,23901,23387,26617
460709.99,5262523.11,41.4,30483,1,2,0,22873,21331,22616,28757
460709.22,5262520.7,36.47,28632,2,2,0,20817,19275,20560,29010
460710.06,5262523.34,41.21,28265,1,1,0,35466,32896,30326,30754
460710.23,5262523.87,41.65,30221,2,2,0,32896,31097,28527,27055
460710.6,5262525.03,43.72,30627,1,2,0,32896,31097,28784,25515
460709.02,5262520.06,32.51,28920,2,2,0,35980,33924,31354,27777
460709.08,5262520.25,31.98,28252,3,3,0,30583,29041,26985,23212
460709.11,5262520.33,31.26,28979,2,2,0,26471,25957,25700,22132
460710.75,5262525.48,43.15,29654,1,2,0,25957,25443,25700,21627
460709.39,5262521.2,31.48,30624,1,2,0,17219,16191,19789,18532
460709.24,5262520.73,30.56,28966,2,2,0,17476,16448,19789,18896
460710.36,5262524.23,37.42,30591,1,1,0,30326,28270,27242,27600
460710.26,5262523.91,35.63,29212,2,2,0,29812,28784,26214,28837
460710.63,5262525.09,37.79,30093,1,1,0,24415,23387,23387,29958
460710.63,5262525.07,36.95,29408,2,3,0,26214,24158,24158,27380
460710.63,5262525.05,35.97,28553,2,3,0,32896,30583,29041,25521
460709.45,5262521.37,27.52,28727,3,3,0,33410,30583,28784,28958
460709.48,5262521.45,26.86,28671,3,3,0,32125,29812,28013,25853
460710.71,5262525.32,35.95,27659,2,3,0,34181,31868,30583,19740
460709.56,5262521.68,25.49,29051,3,3,0,26728,25700,24672,30413
460709.58,5262521.74,24.78,29336,2,2,0,27499,25700,24158,30374
460710.11,5262523.41,26.58,27950,3,4,0,41120,40606,38550,19516
460709.55,5262521.65,22.76,28560,4,4,0,41634,40349,37008,21312
460709.33,5262520.93,19.57,28219,3,4,0,39321,38550,37265,19302
460710.39,5262524.25,26.96,29874,2,4,0,32382,31611,30583,22649
460706.5,5262512.06,0.49,28383,4,4,0,37265,36494,34695,25261
460706.61,5262512.4,0.58,30067,3,3,0,27499,27756,25700,27050
460708.89,5262519.54,13.04,28884,3,5,0,17219,17733,22616,15124
460710.68,5262525.16,25.93,28314,1,5,0,14649,15163,19018,14809
460709.33,5262520.92,16.02,28222,2,5,0,15420,15934,20560,14985
460708.36,5262517.87,9.71,28894,4,5,0,19532,20046,24672,14769
460709.4,5262521.13,15.55,28442,3,3,0,17733,17219,20560,24752
460708.39,5262517.96,6.25,28674,3,4,0,24415,23130,24415,23813
460707.43,5262514.93,0,28288,4,4,2,26728,25443,26471,28365
460707.81,5262516.09,0,28317,2,2,2,26471,24672,24929,23940
460708.4,5262517.95,2.62,29438,2,3,0,25443,23901,25186,25262
460707.98,5262516.64,0,30139,3,3,2,25443,23901,24929,23810
460709.38,5262520.96,0,30640,3,3,2,29555,25957,25186,27887
460709.53,5262521.41,0,29362,2,2,2,33667,30069,29298,30675
460709.67,5262521.86,0,30706,3,3,2,35723,33153,32125,23879
460709.8,5262522.26,0,31433,1,1,2,25957,24158,26728,13455
460710.05,5262523.03,0,31492,1,1,2,11308,11822,17219,10673
460710.18,5262523.44,0,31043,2,2,2,10537,11565,16705,9729
460710.4,5262524.11,0,30182,2,2,2,19275,18504,22102,12653
460710.61,5262524.75,0,30290,3,3,2,17476,15934,18761,20435
460704.56,5262505.34,23.79,28877,2,2,0,35980,33924,30326,0
460706.96,5262512.87,39.42,30801,1,2,0,33410,30069,27756,0
460707.12,5262513.37,39.47,30506,1,2,0,33153,31611,26728,0
460706.73,5262512.15,37.1,29077,2,2,0,33410,31868,26985,0
460705.07,5262506.91,23.65,30103,1,1,0,30583,28270,28270,0
460707.28,5262513.85,37.08,29684,1,2,0,27756,26214,26214,21591
460705.17,5262507.22,23.34,30526,2,2,0,25443,23901,23901,25317
460704.41,5262504.84,17.75,28062,3,4,0,26471,25443,25700,22953
460704.79,5262506.04,20.08,28609,2,4,0,26471,25443,25443,23160
460701.92,5262497.03,0.86,30447,2,2,0,44718,41891,39064,30521
460704.57,5262505.32,16.85,29798,1,2,0,34952,33153,30326,27418
460704.69,5262505.71,16.85,29231,3,3,0,38036,35466,33153,27591
460709,5262519.2,44.62,29562,1,3,0,30069,27242,25700,23959
460707.16,5262513.45,32.99,28222,2,3,0,37779,35209,32896,25152
460709.16,5262519.69,44.14,29703,2,2,0,30326,29041,27242,30299
460709.28,5262520.09,44.93,29166,1,2,0,30069,28784,26985,30361
460709.28,5262520.07,44.02,30067,1,1,0,29298,27242,26728,29626
460709.28,5262520.07,43.12,30123,1,1,0,31097,29298,26985,25210
460709,5262519.2,40.24,30886,2,2,0,42919,40349,39321,19576
460709.41,5262520.46,43.21,28995,1,2,0,41891,39578,38807,19887
460709.09,5262519.47,40.25,31037,2,2,0,33924,31611,30840,25427
460709.49,5262520.72,42.84,28186,1,2,0,34438,31868,31354,25863
460709.16,5262519.68,39.82,28750,1,2,0,32639,30069,28527,28427
460709.03,5262519.25,38.17,28425,3,5,0,35209,32382,30840,28094
460708.9,5262518.86,37.03,28877,4,5,0,35209,32382,30583,28585
460709.33,5262520.21,40.03,27777,2,5,0,34438,31611,30069,26875
460707.95,5262515.87,31.59,28032,5,5,0,34438,31611,29555,30127
460709.91,5262522,43.01,30267,1,1,0,32382,29555,28013,24934
460710.09,5262522.56,43.3,29205,1,1,0,32639,30069,27756,30199
460709.8,5262521.65,40.49,30483,1,1,0,34181,31868,31868,26882
460709.85,5262521.81,39.94,29241,1,2,0,22616,22359,23387,26032
460709.43,5262520.5,37.25,29323,2,2,0,21074,20817,22102,25187
460709.37,5262520.3,35.88,30427,2,2,0,20817,20303,21331,24013
460709.53,5262520.78,36.06,28317,4,4,0,22616,21074,21588,30311
460710.32,5262523.28,41.46,29005,3,4,0,24929,22873,23387,31942
460710.73,5262524.56,44.87,28632,1,4,0,25957,24158,24415,32234
460710.5,5262523.83,42.86,28281,2,4,0,25443,23387,23644,32105
460710.9,5262525.07,45.26,28746,1,2,0,29298,27499,25443,25033
460709.21,5262519.79,33.19,29844,2,2,0,26985,25186,23387,26790
460710.85,5262524.92,44.1,29670,2,2,0,34952,32896,30069,29867
460710.93,5262525.18,43.79,30319,1,1,0,35209,32896,30069,24524
460709.6,5262520.98,33.13,28314,2,2,0,31611,29041,28527,26186
460709.58,5262520.92,32.14,29248,1,3,0,26471,24929,24672,14719
460704.79,5262505.89,0.5,28573,3,3,0,43176,41634,41891,20068
460708.05,5262516.14,22.61,29028,2,3,0,31868,30069,29298,19119
460708.92,5262518.84,26.65,29025,2,2,0,22873,22102,24415,14443
460709.66,5262521.17,31.86,29795,1,2,0,23644,22873,25700,15384
460710.23,5262522.94,34.58,28753,2,4,0,21074,19532,21588,31034
460709.04,5262519.23,26.89,29218,4,4,0,19789,18761,21074,25637
460709.74,5262521.41,31.44,28992,3,4,0,21331,19532,21845,28646
460710.75,5262524.56,38.08,30860,1,1,0,38293,38036,36494,30005
460709.68,5262521.21,29.3,29343,2,2,0,26728,26728,27242,25289
460710.84,5262524.84,37.91,30365,1,2,0,24415,24158,24158,27514
460709.63,5262521.05,28.11,28281,2,2,0,27756,26471,25700,29906
460709.68,5262521.2,27.44,28547,3,3,0,32896,29812,27756,29260
460710.87,5262524.93,36.25,29261,2,3,0,33410,30069,28013,31199
460710.93,5262525.11,35.83,29071,2,3,0,30326,28013,26471,31007
460709.76,5262521.45,26.24,28825,2,2,0,26728,25700,24929,28429
460709.81,5262521.58,25.55,30047,2,2,0,25700,25700,25700,24295
460710.42,5262523.5,29.09,28884,2,3,0,25957,24929,24415,29738
460709.85,5262521.71,24.97,30496,3,3,0,26214,24672,24415,27542
460710.47,5262523.65,28.56,29536,2,3,0,34438,30583,29041,33523
460710.35,5262523.26,26.68,29854,2,2,0,39578,37265,33410,27894
460709.9,5262521.83,22.56,30155,2,2,0,34181,33924,34695,20330
460710.59,5262524.01,26.74,29471,4,4,0,35723,35209,34952,17900
